PETRI-NETS,FITNESS_50_FREQ,TIME_50_FREQ_FIT ,Precision_Log_50_freq ,TIME_50_FREQ_PREC ,FITNESS_50_RAND,TIME_50_RAND_FIT ,Precision_Log_50_RAND,TIME_50_RAND_PREC ,FITNESS_25_FREQ,TIME_25_FREQ_FIT ,Precision_Log_25_freq ,TIME_25_FREQ_PREC ,FITNESS_25_RAND,TIME_25_RAND_FIT ,Precision_Log_25_RAND,TIME_25_RAND_PREC 
BPI_Challenge_2019_log_IEEE,0.8192289442250418,79.66457319259644,0.9828321830956638,537.5957658290863,0.626413022413359,98.47611856460571,0.9723002460263724,1104.8004534244537,0.8327019479283279,23.619760513305664,0.9827520353278499,97.92886638641357,0.7884226346023515,43.21060276031494,0.9821145904648942,529.1815884113312
BPI_Challenge_2014_Reference alignment,0.9771124477204459,8.678444623947144,0.6175387043471816,3.7185332775115967,0.9767181914600458,11.343512296676636,0.5818404327526276,5.354180812835693,0.9772704082616868,3.123896837234497,0.6125778016352207,1.8562860488891602,0.9254701964868937,8.011346817016602,0.7775118253832564,4.597418308258057
BPI_Challenge_2020_InternationalDeclarations,0.8567671224448793,13.540389776229858,0.6336839912509113,7.746884822845459,0.8402349244680523,16.068982124328613,0.6338239496999143,8.97824501991272,0.8621657674316036,6.690356969833374,0.5309366198446441,3.818782329559326,0.8135104525473486,7.746717929840088,0.6468735525706346,5.1188013553619385
VITORIA_-_5a_VARA_CIVEL_-_TJES,Timeout,Timeout,0.4221311475409836,278.60456800460815,0.5886411944281446,5590.7291431427,0.8418230563002681,245.29775881767273,0.6007569345624031,6700.503147125244,0.0,199.40635204315186,0.5893409471459273,3930.3706710338593,0.838150289017341,153.34440755844116
BPI_Challenge_2014_Control summary,0.9972597874732357,0.5552809238433838,0.6466347221269089,0.47676801681518555,0.9904564588064425,0.5322685241699219,0.7215017712550607,0.38773417472839355,0.9975007548817587,0.3544585704803467,0.6440885038919648,0.4205913543701172,0.9992932945497677,0.2383720874786377,0.7005536514632218,0.22225451469421387
activitylog_uci_detailed_weekends,0.6741980954856059,10.089099884033203,0.9655172413793104,2.8029706478118896,0.6322209311183946,16.996097087860107,0.9411764705882353,3.6165342330932617,0.5825225751769655,4.5315024852752686,0.6666666666666667,0.8770542144775391,0.5999965454639669,7.856912851333618,0.6666666666666667,1.4218013286590576
BPI_Challenge_2012,0.0,22.75186848640442,0.0,102.00858664512634,0.0,23.539552688598633,0.0,117.9090461730957,0.0,9.69023323059082,0.0,38.25362586975098,0.0,11.582062244415283,0.0,60.773903608322144
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO,0.5427411372507129,4.321608304977417,0.7758620689655172,1.8469462394714355,0.45404950143968137,10.996449708938599,0.7464788732394366,3.3265743255615234,0.4909020794000343,2.8026397228240967,0.775,0.7091293334960938,0.5452751809234611,2.325333595275879,0.8,0.9126710891723633
BPI Challenge 2017,Timeout,Timeout,0.8988329078539525,1329.3932156562805,Timeout,Timeout,0.9005513030299702,1507.5666463375092,Timeout,Timeout,0.8926711162164304,496.0740876197815,Timeout,Timeout,0.8962886149197936,816.3419017791748
BPI_Challenge_2013_incidents,0.0,3.8275513648986816,0.0,7.732373237609863,0.0,4.047173738479614,0.0,15.638454914093018,0.0,1.742013931274414,0.0,2.06706166267395,0.0,2.1902849674224854,0.0,7.006925821304321
