EVENT_LOG,DISCOVERY_ALG,TIME_FITNESS_ALIGNMENT,TIME_50_FREQ_FIT ,TIME_50_RAND_FIT ,TIME_25_FREQ_FIT ,TIME_25_RAND_FIT ,TIME_PRECISION_ALIGNMENT,TIME_50_FREQ_PREC ,TIME_50_RAND_PREC ,TIME_25_FREQ_PREC ,TIME_25_RAND_PREC 
edited_hh102_labour,IMf,98.0555,50.1313638687134,50.3712148666382,23.2360293865204,20.4309825897217,6.5025,2.87749648094177,3.30453372001648,1.39325737953186,1.32343053817749
BPI_Challenge_2019_log_IEEE,IMf,7200.3151,-1,-1,-1,-1,6817898,1686.96974158287,3599.41817498207,296.351696491241,1941.71844005585
BPI_Challenge_2014_Reference alignment,IMf,5.7029,2.0216121673584,2.09227609634399,0.951781034469604,1.02295565605164,7959,1.91772079467773,7.33275747299194,0.711030006408691,3.63044166564941
BPI_Challenge_2020_InternationalDeclarations,IMf,38.5866,17.4940917491913,20.0655980110168,6.7329261302948,9.87760019302368,17.5338,9.38815236091614,11.6654281616211,5.53046226501465,6.10173606872559
edited_hh110_labour,IMf,219.8384,106.205610990524,99.9209408760071,40.5740356445313,50.6246972084045,17.3187,2.55675411224365,9.70665526390076,1.16336250305176,1.21640181541443
VITORIA_-_5a_VARA_CIVEL_-_TJES,IMf,861.2144,451.693590164185,392.953589439392,320.827495336533,217.015665054321,280.6042,161.711395025253,130.274080276489,128.71448636055,80.2251517772675
4_a_VARA_CIVEL_DE_ARACAJU_-_TJSE,IMf,7200.3031,-1,-1,-1,-1,7200.3128,-1,-1,-1,-1
BPI_Challenge_2014_Control summary,IMf,1.0106,0.439527273178101,0.410832405090332,0.320997953414917,0.13407826423645,1.3325,0.478924989700317,0.790694236755371,0.420170307159424,0.172863721847534
activitylog_uci_detailed_weekends,IMf,5.8441,3.04105019569397,3.03899526596069,0.919754028320312,1.45630812644959,2.1302,0.950663805007935,1.24184894561768,0.354918956756592,0.572844982147217
BPI_Challenge_2012,IMf,7200.1334,4013.60999345779,4360.72557520866,1333.59585118294,2076.81896018982,439.7015,207.498618602753,243.33981347084,70.4839344024658,126.243055343628
JUIZO_DA_1a_ESCRIVANIA_CRIMINAL_DE_ARAPOEMA_-_TJTO,IMf,85.3532,11.492903470993,19.6851699352264,6.03815126419067,29.624470949173,24.9552,1.94960951805115,3.08510494232178,0.568419694900513,12.2122027873993
3a_VARA_DE_EXECUCOES_FISCAIS_DA_COMARCA_DE_FORTALEZA_-_TJCE,IMf,1.3884,0.301641941070557,0.604755640029907,0.19516396522522,0.279073715209961,0.8812,0.428297758102417,0.447680950164795,0.226943254470825,0.172898769378662
BPI Challenge 2017,IMf,7200.3321,-1,-1,4317.22285676003,6363.83661413193,3104.4004,1488.54760813713,1699.04266023636,557.465513706207,931.638186693191
BPI_Challenge_2013_incidents,IMf,45.5834,17.7002630233765,21.2260971069336,7.15006899833679,11.153103351593,71.9908,19.6350710391998,63.9163749217987,8.01689171791077,21.6022007465363
PRIMEIRA_VARA_CRIMINAL_-_COMARCA_DE_VARZEA_GRANDE_-_SDCR_-_TJMT,IMf,3339.8081,2527.50885891914,1672.88535094261,2088.67387723923,465.1908826828,165.7011,118.930241107941,81.4541957378387,88.0735654830933,28.8142788410187
edited_hh104_labour,IMf,3364.8103,1758.80766439438,1884.94541501999,877.054090738297,787.938439130783,46.7063,20.1441776752472,27.2002382278442,10.3962435722351,10.7196106910706
